polymer_id,unique_polymer_id,Polymer_names
1611,790,poly (4‐vinylpyridine)
1612,791,poly (8-hydroxyquinoline)
1613,791,poly(rutin)
1614,792,polyphosphoinositide
1615,792,poly (ADP-ribose)
1616,792,poly ADP ribose
1617,792,polyP‐induced
1618,792,polyadenylate
1619,792,poly-ADP ribose
1620,792,poly ADP-ribose
1621,793,poly (HEMA)
1622,794,poly (HIPE)s
1623,794,silicone alkyl polyether
1624,795,poly (L-LA)s
1625,795,wood-polypropylene
1626,796,poly(α-hydroxy acids)
1627,796,poly (L-lactide)
1628,797,poly (L‐lactide)
1629,798,poly (N-isopropyl acrylamide)
1630,798,poly(vinyl sulfonate)
1631,799,poly (N-isopropylacrylamide)
1632,799,poly(sulfobetaine acrylamide)
1633,799,poly(N-methylolacrylamide)
1634,800,poly (N-methyl-4-vinylpyridinium) thiocyanate
1635,801,poly (2-acrylamidoglycolic acid)
1636,801,poly (N-vinyl-2-pyrrolidone)
1637,801,poly(2-acrylamidoglycolic acid)
1638,801,poly (vinylsulfonic acid)
1639,802,poly (acrylic acid)
1640,802,polytitanasiloxane
1641,803,poly (acrylonitrile)
1642,803,poly(allyl amine hydrochloride)
1643,804,poly(styrene-acrylic acid)
1644,804,poly (alkylcyanoacrylate)
1645,804,poly(carboxymethylbetaine)
1646,804,poly(2-(methacryloyloxy)ethyl ferrocenecarboxylate)
1647,805,poly (amic acid)s
1648,805,poly(ether amic acid)s
1649,806,poly (amic) acid
1650,807,poly (amide-imide-imide)s
1651,808,poly (aryl ether sulfone)
1652,808,polyitaconate
1653,809,poly (arylene ether ketone)
1654,809,poly (arylene ether sulfone)s
1655,809,poly(arylene ether sulfones)
1656,810,poly (butyl acrylate)
1657,811,poly (butyl methacrylate)
1658,812,poly (butylene succinate)
1659,812,aliphatic poly(ether-ester)
1660,812,aliphatic poly(ether‐ester)
1661,813,Bisphenol-A-polycarbonate
1662,813,poly (carbonate)
1663,814,poly (chry‐enz)
1664,815,poly (dI‐dC)
1665,815,TBE polyacrylamide
1666,815,poly(dI-dC)
1667,815,poly(dIdC)
1668,816,poly (ester amide)s
1669,817,poly(oxadiazole-imide)s
1670,817,poly (ether ketone)s
1671,818,poly (ether urethane)
1672,819,bio-polyamide
1673,819,poly (ethyl acrylate)
1674,820,poly (ethylene glycol diglycidyl ether)All
1675,820,poly (divinylbenzene)
1676,820,poly (ethylene glycol diglycidyl ether)
1677,821,poly(aminoethyl methacrylate)
1678,821,poly (ethylene glycol) acrylate
1679,821,poly-DMA
1680,821,poly(poly(ethylene glycol) acrylate)
1681,821,poly(VAc-r-VClAc)
1682,822,poly(ethylene glycol)monomethyl ether methacrylate
1683,822,poly (ethylene glycol) methacrylate
1684,823,poly (ethylene glycol)s
1685,823,poly(oxyethylene) glycol
1686,824,poly(choline methacrylate)
1687,824,poly (ethylene imine)
1688,825,poly(ether esteramide)
1689,825,poly (ethylene)
1690,826,poly (ethylene) oxide
1691,827,poly-n-ethylaniline
1692,827,poly (m-toluidine)
1693,827,poly(2-fluoroaniline)
1694,827,poly-n-methylaniline
1695,828,poly (methacrylic acid-niclosamide)
1696,829,poly (methyl acrylate)
1697,830,poly (n‐butyl acrylate)
1698,831,poly (n‐butyl methacrylate)
1699,832,poly(paraphenylene terephthalamide)
1700,832,poly (p-phenylene terephthalamide)
1701,833,poly (piperazine amide)
1702,834,poly (piperazine-amide)
1703,834,PMDA-p-ODA polyamic acid
1704,835,chloride polypropylene
1705,835,poly (propylene succinate)s
1706,836,poly (propyleneimine)
1707,836,polyethylene sebacate
1708,837,poly (siloxane-imide)
1709,838,poly (siloxane-imide)s
1710,839,poly (sodium acrylate)
1711,839,poly(N‐VP)
1712,840,poly (sodium styrene sulfonate)
1713,841,polyethylenedioxythiophene‐polystyrene sulfonic acid
1714,841,poly (styrene sulfonate)
1715,841,"poly(3,4-ethylenedioxy thiophene)"
1716,841,"poly(3,4‐ethylenedioxythiophene) polystyrene sulfonate"
1717,842,poly (urethane-urea)s
1718,843,poly (vinyl cinnamate)
1719,843,polyaniline‐cadmium sulfide
1720,843,poly(NIPAAm)-MNP
1721,844,poly(AA)-HEC
1722,844,poly (vinylalcohol)
1723,844,poly (vinylpyrrolidone)
1724,844,poly(MAA)-HS
1725,845,poly (3-hydroxybutyrate)
1726,845,poly(lactid acid)
1727,845,poly (ɛ-caprolactone)
1728,845,poly(hydroxyl butyrate)
1729,846,"poly (α,β‐N‐substituted‐DL‐aspartamide)s"
1730,847,poly-ε-caprolactam
1731,847,poly(DRF)s
1732,847,polycarbynes
1733,847,poly (α-methyl styrene)
1734,847,poly(2-hydroxyethyl methacrylamide)
1735,848,poly(acrylonitrile butadiene styrene)
1736,848,poly (є-caprolactone)
1737,849,poly -Pt
1738,850,polyamide ruthenium
1739,850,poly(PHT)
1740,850,poly(MLO)
1741,850,poly(t-Bu2CzPA)
1742,850,poly(PC)
1743,850,poly[(S)-AZ]
1744,850,poly -Rh
1745,850,poly-3n
1746,851,poly -catenane
1747,852,poly -catenanes
1748,853,poly (acryl amide)
1749,853,poly 2-hydroxyethyl methacrylate
1750,854,poly 3-hexylthiophene
1751,854,poly(oxyethylene tridecyl ether)
1752,855,poly A-tail
1753,856,poly AM-EDGMA
1754,856,poly AM-EGDMA
1755,857,alkylpolyglucoside
1756,857,poly B
1757,857,poly C
1758,858,"poly N,N′-dimethylacrylamide"
1759,858,poly (tetrafluoro ethylene)
1760,859,poly N-vinyl-2-pyrrolidone
1761,859,polyvinylpyrrolidon
1762,860,poly N-vinylpyrrolidone
1763,861,poly P
1764,862,poly(4-vinylpyridinium)
1765,862,poly acrylate
1766,863,poly acrylates
1767,863,poly(benzimidazolium)
1768,863,"poly(1,3,4-oxadiazole-ether)s"
1769,863,poly(benzimidazoles)
1770,864,polyethylsulfone
1771,864,polyaryletheretherketone
1772,864,poly(etherether ketone)
1773,864,polyamide imide
1774,864,poly acrylonitrile
1775,864,poly aryl ether ketone
1776,864,polyether-ether-ketone
1777,864,polyphenylsulfones
1778,864,poly(aryletherketone)
1779,864,poly ether imide
1780,865,poly allylamine
1781,866,poly aluminum chloride
1782,867,poly amic acid
1783,868,poly amide
1784,869,poly(3-sulfopropylmethacrylate)
1785,869,poly amino acid
1786,870,poly aspartic acid
1787,871,polysulfidic thiuram
1788,871,polybenoxazine
1789,871,polydihydroferulic acid
1790,871,poly benzoxazine
1791,872,polyester-PU
1792,872,poly butadiene
1793,873,poly-n-butyl methacrylate
1794,873,poly carbonate
1795,873,poly(ethylene terphthalate)
1796,874,poly carbonates
1797,874,polymethyl methaacrylate
1798,875,poly catenane
1799,875,linked polycyanurate
1800,876,poly dT
1801,877,poly diallyldimethylammonium chloride
1802,877,poly(dimethyldiallyl ammonium chloride)
1803,878,poly dimethyl diallyl ammonium chloride
1804,879,poly dopamine
1805,879,poly epinephrine
1806,880,poly ether
1807,880,"poly(1H,1H,2H,2H-heptadecafluorodecyl acrylate)"
1808,881,poly ethylene glycol diglycidyl ether
1809,882,poly ethylene oxide
1810,882,poly-(ethylene oxide)
1811,882,poly(ethyelene oxide)
1812,882,poly(dimethylamino ethyl methacrylate)
1813,883,poly ethyleneoxide
1814,884,poly ferric sulfate
1815,885,poly galacturonate methyl ester
1816,886,poly glycidyl methacrylate
1817,886,poly(p-chloromethyl styrene)
1818,887,"β-(1,4)-polyglucuronic acid"
1819,887,poly guaiacol
1820,888,poly hydroxyl
1821,888,polylactate
1822,889,star‐shaped poly(MOVE)s
1823,889,poly isobutylene
1824,890,poly isocyanates
1825,891,poly lactide
1826,891,poly(methyl methacrylate) chain
1827,892,poly n-butyl methacrylate
1828,893,poly n-methacrylate
1829,894,poly ortho aminophenol
1830,895,poly (phosphoric acid)
1831,895,poly phosphoric acid
1832,896,poly propylene glycol
1833,896,PEG polyethylene glycol
1834,897,ion‐exchange polyurethane
1835,897,poly quaternary ammonium
1836,898,telechelic polyimides
1837,898,polyVBIPS
1838,898,poly silamine
1839,898,polyamideamine-epichlorohydrin
1840,899,poly silicon
1841,900,poly sulfide
1842,901,poly(ester-sulfone)s
1843,901,poly(tetra-fluoroethylene)
1844,901,poly tetrafluoroethylene
1845,902,poly vinyl sulfonic acid
1846,903,poly vinylacetate
1847,904,poly vinylpyrrolidone
1848,904,polynaphthalene sulfonate
1849,905,poly α-olefins
1850,906,poly ‐A
1851,907,poly(DoDHPA)
1852,907,poly(CHO-alt-DHC)
1853,907,poly(CnDHPA)s
1854,907,poly −poly
1855,907,poly(SnBDHPA)s
1856,907,poly(β-l-aspartate)s
1857,907,poly(C4DHPA)
1858,907,poly(propiolic esters)
1859,907,poly(SnBDHPA)
1860,907,poly(A-alt-B)
1861,907,poly(CnDHPA)
1862,907,"poly(3,9-carbazolyleneethynylenephenylene)"
1863,907,poly(S3BDHPA)
1864,908,poly(dimethylaminoethylmethacrylate)
1865,908,poly((2-dimethyl amino)ethyl methacrylate)
1866,909,poly((2-dimethylamino)ethyl methacrylate)
1867,909,poly(4-vinyl-N-methylpyridinium iodide)
1868,910,poly(phenylmethylgermane)
1869,910,polyol‐bound
1870,910,"poly(9‐alkyl‐9H‐carbazole‐3,6‐diyl)s"
1871,910,"cis-1,4-alt-3,4 polyisoprene"
1872,910,poly(aryl ether) monodendrons
1873,910,poly((4-carboxyphenyl)acetylene)
1874,910,α-norbornenyl poly(ethylene oxide) macromonomer
1875,911,poly((EG)23DMA)
1876,911,poly(N‐VIm‐cl‐DVB)
1877,911,poly(MAN-alt-(EG)4DVE)
1878,911,polycyclic silicone
1879,911,melt‐crystallized polyethylene
1880,911,poly((EG) n DMA)
1881,911,poly((EG)3DMA)
1882,911,poly(α-n-alkyl)acrylates
1883,911,adamantyl-substituted poly(ether imide)s
1884,911,poly(4-n-alkylstyrene)s
1885,911,poly(CxE4MA)
1886,912,poly((R)-3-hydroxybutyric acid)
1887,913,poly((S)‐AMBN)
1888,913,poly((R)‐MAMBN)
1889,913,poly((S)‐MAMBN)
1890,914,poly(ThE 4b4)
1891,914,poly((S)‐PLMI)
1892,914,poly((S)‐PLMI)s
1893,914,poly(PDBSMAM)s
1894,915,poly((S)‐PLMI)‐side
1895,916,poly((Z)‐L‐lysine)‐functionalized polyphenylene
1896,917,poly((dimethylamino)ethyl methacrylate)
1897,917,polyvinylcaprolactam
1898,918,poly(-Lactide) diol
1899,919,polyether triamine
1900,919,poly(-Lactide) diols
1901,920,"poly(1,1-dihydroperfluorooctyl acrylate)"
1902,920,poly(FOA)
1903,921,"poly(1,2,3-triazole)"
1904,922,"poly(1,2,3-triazole)s"
1905,923,"poly(1,2,3-triazolium)"
1906,923,"poly(1,2,3-triazolium)s"
1907,924,poly(styrene-alt-maleimide) backbones
1908,924,"poly(1,2-butylene oxide)"
1909,925,"poly(1,2-glycerol carbonate)"
1910,926,"poly(1,2-glycerol carbonate)s"
1911,926,o-amide polybenzoxazine
1912,926,poly(di-methylsiloxane)
1913,927,"poly(1,2-isoprene)"
1914,928,"poly(1,2-vinyl-butadiene)"
1915,929,poly(p-phenylene benzoxazole)
1916,929,"poly(1,3,4-oxadiazole)"
1917,930,"poly(1,3,4-oxadiazole)s"
1918,931,"poly(1,3,4-oxadiazole-imide)s"
1919,932,poly(Chol‐3‐MMA)
1920,932,"poly(1,3,4‐oxadiazole) IV‐TPH"
1921,933,"poly(1,3,6,9-tetraoxacycloundecane)"
1922,934,poly(thienyleneethynylene)
1923,934,poly(ferrocenylphosphine)
1924,934,polyphosphazene azides
1925,934,"poly(1,3-adamantane)"
1926,935,"poly(1,3-adamantane)s"
1927,936,poly(endo‐dicyclopentadiene)
1928,936,"poly(1,3-butadiene)"
1929,937,poly(cis-cyclooctene)
1930,937,"poly(1,3-butadienyl)lithium"
1931,938,"poly(1,3-dialkoxybenzene)s"
1932,938,poly(DCHC-mXDA)
1933,939,"poly(1,3-propylene succinate)"
1934,940,"poly(1,3‐dioxepane)"
1935,941,"poly(1,4 butylene adipate)"
1936,942,polyglycerol fatty acid ester
1937,942,"poly(1,4-di(2-furyl)phenylene)"
1938,943,"poly(1,4-dioxan-2-one)"
1939,943,poly(phosphate ester)s
1940,944,"poly(1,4-phenylene ether-ether-sulfone)"
1941,945,"poly(1,4-phenylene sulfide)"
1942,946,"poly(1,4-phenylene terephthalamide)"
1943,947,polyquinones
1944,947,polyphosphodiester
1945,947,"poly(1,4-pyridinium)"
1946,948,"poly(1,4Si6)"
1947,948,poly(BPVS) macro-CTA
1948,948,poly(NIPA)‐PEI
1949,949,poly l-lactic acid
1950,949,"poly(1,4‐butylene adipate)"
1951,950,"poly(1,4‐butylene terephthalate)"
1952,951,poly(amide-benzimidazole-imide)
1953,951,"poly(1,4‐cyclohexanedimethanol itaconate)"
1954,952,"poly(1,4‐dihexyloxybenzene)"
1955,952,polyxanthone triazole
1956,953,500‐mL polypropylene
1957,953,"poly(1,4‐diphenyl‐1,4‐dihydro‐1,2,4,5‐tetrazine‐3,6‐diyl‐2,6‐pyridinediyl)"
1958,954,polyorthochloroaniline
1959,954,"poly(1,4‐ketone)"
1960,955,polyarylene ether
1961,955,"poly(1,4‐ketone)s"
1962,956,"poly(1,5-diaminonaphthalene)"
1963,956,poly(5-amino-1-naphthol)
1964,957,"poly(1,6 HD)"
1965,957,poly(oxyhexane)
1966,958,"poly(1,6-heptadiyne)"
1967,959,polyazopyridine
1968,959,"poly(1,8-DAN)"
1969,959,poly(titanocene-propyl-pyrrole)
1970,959,poly(vinylferrocenium)
1971,959,polyvinylferrocenium
1972,959,poly(BIPN)
1973,959,"poly(2,6-diaminopyridine)"
1974,959,polypyrrol
1975,960,poly(o-methoxy aniline)
1976,960,"poly(1,8-diaminocarbazole)"
1977,961,polyaniline(PANI)
1978,961,"poly(1,8-diaminonaphthalene)"
1979,961,poly (4-vinylpyridinium)
1980,962,"poly(α,β‐malic acid)"
1981,962,polyacetal main‐chain
1982,962,methine polylactide
1983,962,"poly(1,9-decadiene)"
1984,963,poly(7BnCS)
1985,963,poly(1-NMI)
1986,964,poly(1-alkyne)
1987,965,poly(1-alt-2)
1988,965,poly(1-alt-2)**
1989,965,poly(quaterrylene)
1990,965,poly(perylene)
1991,966,poly(1-butyl-3-vinylimidazolium bis(trifluoromethanesulfonyl)imide)
1992,967,poly(1-butyl-3-vinylimidazolium bromide)
1993,967,poly(propylene oxide) methacrylate
1994,967,poly(1-ethyl-3-vinylimidazolium bromide)
1995,968,poly(CH3CH2-PL)
1996,968,polyDIPAGYL-Sn
1997,968,poly(C2H5-PL)
1998,968,polyDIPAGYL-Sb
1999,968,poly-1100(D)
2000,968,poly(pentadiene)
2001,968,poly(1-decene)
2002,968,"poly(2-methyl-1,3-pentadiene)"
2003,968,trans-polyphenylacetylene
2004,969,poly(1-dodecene)
2005,969,poly(carbonate) glycols
2006,970,poly(1-hexyne)
2007,971,poly(1-naphthol)
2008,971,poly(PorZn⋅DD)
2009,972,poly(HC‐ND‐MDI)
2010,972,poly(BLG)s
2011,972,poly(IPVE)
2012,972,poly-BCB
2013,972,poly(amide urethane)s 5a-e
2014,972,poly(1-octene)s
2015,972,bicyclic polystyrenes
2016,972,poly(DR1NCO)
2017,972,Boltorn Hx polyesters
2018,972,poly(VMA)
2019,972,poly(methyl acrylate)s
2020,972,poly(4-methyl-1-pentene)s
2021,972,poly(silicic acids)
2022,972,poly(VMA)s
2023,973,trans-polyacetylenes
2024,973,poly(1-phenyl-1-propyne)
2025,973,"poly(4-(1H,1H,2H,2H-perfluorodecyl)oxymethylstyrene)"
2026,974,poly(1-trimethysilyl-1-propyne)
2027,975,"poly(1-vinyl-1,2,4-triazole)"
2028,976,poly(1-vinyl-2-pyrrolidinone)
2029,977,poly(2-acrylamido glycolic acid)
2030,977,polyvinyl phosphonic acid
2031,977,poly(1-vinyl-2-pyrrolidone)
2032,978,poly-(4-vinylpyridine)
2033,978,poly(1-vinyl-3-alkylimidazolium) iodide
2034,979,poly(1-vinyl-3-ethylimidazolium bromide)
2035,980,poly(VBSIm-AM-MBA)
2036,980,poly(N-vinyl imidazole)
2037,980,poly(1-vinylimidazole)
2038,980,poly(epoxy succinic acid)
2039,980,butylated polyethyleneimine
2040,981,poly(10-undecene-1-ol)
2041,982,"poly-9,9-dihexylfluorene"
2042,982,poly(11CBA)
2043,982,"i-poly(4-methyl-1,3-pentadiene)"
2044,983,"poly(12,8-DA-CO2H)"
2045,983,"poly(12,Ph-DA-CO2H)"
2046,983,"poly(12,0-DA-CO2H)"
2047,984,poly(12-hydroxydodecanoic acid)
2048,985,poly(12-hydroxystearic acid)
2049,986,poly(12HS)
2050,986,poly(12HD)
2051,987,poly(13a)
2052,988,"poly(16,Ph‐DA‐CO2H)"
2053,988,"poly(9,9-dihexylfluorene-alt-2,1,3-benzothiadiazole)"
2054,988,"poly(9,9′‐dioctylfluorene)"
2055,988,poly(1o‐3)
2056,989,poly(EVIM‐X)
2057,989,poly(160-2110-155)
2058,989,poly-DNA-OCm
2059,990,poly(3A)
2060,990,poly(1A)
2061,991,poly(1EDOT)
2062,991,poly(2‐aminophenol)
2063,991,poly(2A-4TBP)
2064,992,poly(2-hydroxylethyl methacrylate)
2065,992,"poly(1H,1H,2H,2H-perfluorodecyl acrylate)"
2066,993,poly(1TT‐1BA)
2067,994,poly‐BL
2068,994,poly(1TT‐2APD)
2069,995,poly(1TT‐2BA)
2070,996,poly(1a)
2071,997,poly(1a-IA)
2072,998,poly(1a-IA-H)
2073,998,poly(CyOc)
2074,999,poly(1-alt-4)
2075,999,poly(1a-alt-2)
2076,999,poly(1-alt-5)
2077,999,poly(1-alt-7)
2078,999,poly(1-alt-3)
2079,999,poly(1-alt-6)
2080,1000,poly(1b)
2081,1000,poly(pyridine−imide)
2082,1001,poly(FLV)
2083,1001,poly -Rh−poly -Rh
2084,1001,poly(1b−2a)
2085,1001,poly(1c−2a)
2086,1001,poly(1a−2a)
2087,1002,poly(1b−2d)
2088,1002,poly(1b−2c)
2089,1003,poly(1c)
2090,1003,"poly(1a), poly(1b)"
2091,1004,poly(1h)
2092,1004,poly(1g)
2093,1004,poly(1d)
2094,1005,poly(1d‐alt‐IB)
2095,1006,poly(1f)
2096,1006,poly(1e)
2097,1007,poly(1m‐3)
2098,1007,poly(1m‐2)
2099,1007,poly(1p‐3)
2100,1008,poly(1s1t2n-BuSP)
2101,1009,poly(1‐2m)′
2102,1009,poly(1‐2p)
2103,1010,poly(1‐Me)
2104,1010,poly(1‐Cy)
2105,1010,poly(1‐Ad)
2106,1010,poly(4MP1)
2107,1010,"polydiaryldibenzo[1,5]diazocines"
2108,1010,poly(N‐Cbz‐L‐Asp‐alt‐PEG600)
2109,1010,poly(1‐Et)
2110,1011,poly(phenylacetylene)‐type
2111,1011,poly(1‐alkyne)‐type
2112,1012,poly(1‐alt‐IB)s
2113,1013,polyBMSB
2114,1013,poly(1‐vinyl‐3‐ethylimidazolium bromide)
2115,1013,poly(DHCM‐alt‐GPE)
2116,1014,polybenzene
2117,1014,organopolysilane
2118,1014,"poly(2,2,6,6-tetramethylpiperidin-1-oxyl-4-yl methacrylate)"
2119,1014,poly(9-(4-vinylphenyl)carbazole)
2120,1015,"poly(2,2,6,6-tetramethylpiperidinyloxy-4-yl methacrylate)"
2121,1015,"poly(2,2,6,6-tetramethylpiperidinyloxy methacrylate)"
2122,1016,"poly(2,2‐DTMC)"
2123,1016,"α,β-poly(d,l-aspartic acid)"
2124,1017,"poly(2,2‐dimethyltrimethylene carbonate)"
2125,1017,poly(N-vinylpyrrolidinone)
2126,1018,"poly(2,2‐dimethyltrimethylene carbonate)s"
2127,1019,"poly(2,2′-(m-phenylene)-5,5′-bibenzimidazole)"
2128,1019,polybenzimidazol
2129,1020,poly(methacryl oxyethyl trimethylammonium chloride)
2130,1020,poly(aspartate)
2131,1020,"poly(2,3,4,5,6-pentafluorostyrene)"
2132,1021,poly butyl acrylate
2133,1021,"poly(2,3-dihydroxypropyl methacrylate)"
2134,1022,"poly(2,3‐dimethylaniline)"
2135,1023,"poly(2,4-(p-toluenesulfonyloxy)benzene)"
2136,1024,"poly(2,4-DMA)"
2137,1025,"poly(2,5-TPyT)*"
2138,1026,"poly(2,5-benzimidazole)"
2139,1027,"poly(2,5-benzophenone)"
2140,1028,N-alkylated poly(p-benzamide)s
2141,1028,"poly(2,5-benzophenone)s"
2142,1029,"poly(2,5-benzoxazole)"
2143,1030,"poly(2,5-bis(3-alkylthiophen-2-yl)thieno[3,2-b]thiophene)"
2144,1030,"poly(3,3-didodecylquaterthiophene)"
2145,1031,"poly(2,5-bis(3-dodecylthiophen-2-yl)thieno[3,2-b]thiophene)"
2146,1032,"poly(2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene)"
2147,1032,"poly(2,5-bis(3-alkylthiophene-2-yl)thieno[3,2-b]thiophene)"
2148,1033,"poly(2,5-di-2‘-ethylhexyl-p-phenyleneethynylene)"
2149,1034,poly(fluorene-9-carboxylic acid)
2150,1034,"poly(3,6-dithienylcarbazole)"
2151,1034,poly(fluoroaniline)s
2152,1034,"poly(2,5-dithienylpyrrole)"
2153,1035,dicyanopolyynes
2154,1035,"poly(2,5-thienylene)"
2155,1036,"poly(2,5-thienylene−phenylene)"
2156,1036,"poly(2,3-thienylene−phenylene)"
2157,1037,"poly(2,6-dimethyl-1,4-phenylene ether)"
2158,1037,poly(hydroxy ether)
2159,1038,"poly(2,6-dimethyl-1,4-phenylene)"
2160,1039,"poly(2,6-dimethyl-1,4-phenylene-oxide)"
2161,1040,"poly(2,6-dimethyl-1,4-phenyleneoxide)"
2162,1040,poly(sulfones)
2163,1041,"poly(2,6-dimethylphenylene oxide)"
2164,1041,"poly(2,6-dimethyl-phenylene oxide)"
2165,1041,"poly(2,6-dimethyl phenylene oxide)"
2166,1042,"poly(2,6‐DMP)"
2167,1043,poly(ENB)
2168,1043,poly(amine-hydrazide)s I
2169,1043,"poly(2,6‐DMP95‐co−2,6‐DPP5)"
2170,1044,poly(hydroxyl ether of bisphenol A)
2171,1044,"poly(2,6‐dimethylphenylene oxide)"
2172,1045,poly-m-phenylene isophthalamide
2173,1045,"poly(2,6‐dimethyl‐1,4‐phenylene oxide)"
2174,1046,"poly(2,7-HCz)"
2175,1047,"poly(2,7-carbazole)"
2176,1047,polysquaraine
2177,1048,"α-trithiocarbonyl-ω-carbonyl-cis-1,4-polyisoprene"
2178,1048,poly(2-(2-bromopropionyloxy)ethyl methacrylate)
2179,1049,poly(2-(2-methoxyethoxy)ethyl methacrylate)
2180,1049,poly(2-nitrobenzyl methacrylate)
2181,1050,poly(2-(5-azidopentyl)-2-oxazoline)
2182,1050,α-methylacryloyl-ω-hydroxyl-poly(ethylene glycol)
2183,1050,poly(OEMA)
2184,1051,"poly(2-(N,N-dimethylamino)ethyl methacrylate)"
2185,1051,poly(2‐dimethylaminoethyl methacrylate)
2186,1051,poly(2-methoxyethylacrylate)
2187,1052,poly(n-isopropyl acrylamide)
2188,1052,poly N‐isopropylacrylamide
2189,1052,"poly(N,N-diethylaminoethyl methacrylate)"
2190,1052,poly[2-(methacryloyloxy)ethyl]trimethylammonium chloride
2191,1052,poly(2-(diethylamino)ethyl methacrylate)
2192,1053,poly(dimethylamino)ethyl methacrylate
2193,1053,poly(2-(dimethylamino) ethyl methacrylate)
2194,1053,poly(PEG methacrylate)
2195,1053,"poly(N,N-dimethylamino-2-ethyl methacrylate)"
2196,1054,poly(2-(dimethylamino)ethyl methacrylate hydrochloride)
2197,1055,poly(2-(dimethylamino)ethyl methacrylate)
2198,1056,poly(2-(dimethylamino)ethylmethacrylate)
2199,1056,poly(hydroxypropyl methacrylamide)
2200,1057,poly(4-cyanobiphenyl-4-oxyundecylacrylate)
2201,1057,poly(n-isopropylacrylamide)
2202,1057,poly(methymethacrylate)
2203,1057,poly(2-(methacryloyloxy)ethyl phosphorylcholine)
2204,1058,poly(2-Ag)
2205,1058,poly(1-Ag)
2206,1059,poly(2-EHA)
2207,1060,poly(2-TVS)
2208,1060,poly(nonylbithiazole)
2209,1061,lithium polyacrylic acid oxalate borate
2210,1061,poly(2-acrylamido-2-methyl-1-propane sulfonic acid)
2211,1061,poly(lithium 4-styrenesulfonate)
2212,1062,poly(2-acrylamido-2-methylpropanesulfonic acid)
2213,1062,poly(2-acrylamido-2-methyl-1-propanesulfonic acid)
2214,1062,"poly(2,5-pyridine)"
2215,1062,"poly(5-oxo-3-oxy-4-trifluoromethyl-1,2,4-pentafluoropentylene sulfonylimide lithium)"
2216,1062,poly(2-acrylamido-2-methylpropane sulfonic acid)
2217,1063,poly(2-alkyl-2-oxazoline)s
2218,1064,poly(2-alkyl-2-oxazolines)
2219,1065,poly(2-aminoethyl methacrylate)
2220,1065,poly(BMA)s
2221,1066,polymethyl vinyl ether maleic acid
2222,1066,poly(2-aminopyridine)
2223,1066,pyridinium poly(hydrogen fluoride)
2224,1066,"2‐polyfluoroalkanoylcyclohexane‐1,3‐diones"
2225,1067,poly(2-aminothiophenol)-Au
2226,1068,poly(2-anilinoethanol)
2227,1069,poly(esteramide urethane)
2228,1069,poly(2-chloroaniline)
2229,1069,graphene-polypyrrole
2230,1070,"poly(2-decylthieno[3,4-b]thiophene-4,6-diyl)"
2231,1071,poly(ether carbonates)
2232,1071,poly(2-dimethylaminoethyl acrylate)
2233,1072,poly(2-ethyloxazoline)
2234,1073,poly(2-ethynyl-N-glycidylpyridinium tosylate)
2235,1073,poly(3e)
2236,1074,poly(2-hydroxy propylene spirocyclic pentaerythritol bisphosphonate)
2237,1074,aluminum poly-hexamethylenephosphinate
2238,1075,poly(2-hydroxyalkanoic acid)s
2239,1075,poly(E)
2240,1075,poly(d-2-hydroxybutyrate)
2241,1075,poly(D-2HB)
2242,1075,poly(l-2-hydroxybutyrate)
2243,1075,poly( l -lactide)
2244,1076,poly(2-hydroxyaniline)
2245,1077,poly(2-hydroxybutanoic acid)
2246,1077,poly(l-2-hydroxybutanoic acid)
2247,1077,poly(2-hydroxybutyrate)
2248,1078,poly(2-hydroxyethyl aspartamide)
2249,1078,"α,β-poly(N-hydroxyethyl)-dl-aspartamide"
2250,1079,poly(2-hydroxyethyl vinyl ether)
2251,1080,poly(2-isopropenyl-2-oxazoline)
2252,1080,poly(azomethine-urethane)s
2253,1081,poly(2-isopropyl-2-oxazoline)s
2254,1081,poly(vinyl acetate) PVAc
2255,1081,poly(N-(n-propyl)glycine)
2256,1082,"poly(9,9-di-n-octylfluorene-alt-benzothiadiazole)"
2257,1082,"poly(9,9-dihexylfluorenyl-2,7-diyl)"
2258,1082,"poly[(9,9-di-n-octylfluorenyl-2,7-diyl)-alt-(benzo[2,1,3]thiadiazol-4,8-diyl)"
2259,1082,polythiophene acetic acid
2260,1082,polyplatinaynes
2261,1082,"poly(2-methoxy-5-(2′-ethylhexyloxy)-1,4-phenylenevinylene)"
2262,1082,"poly(2,3-diphenyl-1,4-phenylenevinylene)"
2263,1082,poly(dendrimers)
2264,1082,poly(p‐phenylene vinylene)s
2265,1083,magnetite polyvinylbenzyl
2266,1083,poly(2-methoxyaniline)
2267,1083,vinylmethylpolysiloxane
2268,1084,poly(methylthienyl methacrylate)
2269,1084,poly(2-methoxyaniline-5-sulfonic acid)
2270,1085,telechelic polylactones
2271,1085,ω-hydroxy poly(ethylene oxide)
2272,1085,poly(2-methyl-2-oxazoline)s
2273,1085,polyglutarimide
2274,1086,"poly(2,2,6,6-tetramethylpiperidin-4-yl methacrylate)"
2275,1086,poly(2-methylaniline)
2276,1087,poly(2-methyloxazoline)
2277,1088,poly(2-naphthol)
2278,1089,poly(13FVE)
2279,1089,poly(2-nonyl-2-oxazoline)
2280,1090,poly(MOVE)s
2281,1090,poly(2-oxazoline)
2282,1091,poly(2-oxazoline)s
